demand,date,unit_price,unit_cost
255.9,2024-03-17,38.56,18.37
244.9,2024-03-18,38.98,18.13
255.4,2024-03-19,38.63,18.51
275.7,2024-03-20,38.58,19.31
257.9,2024-03-21,38.5,18.91
263.7,2024-03-22,38.68,18.33
235.2,2024-03-23,38.92,17.89
242.4,2024-03-24,38.94,18.36
261.4,2024-03-25,39.07,18.45
315.4,2024-03-26,40.27,18.44
269.9,2024-03-27,38.78,18.17
259.3,2024-03-28,38.56,17.85
273.5,2024-03-29,39.91,17.94
234.6,2024-03-30,40.55,18.18
252.0,2024-03-31,39.87,18.42
246.1,2024-04-01,40.56,18.26
287.1,2024-04-02,41.11,17.82
305.6,2024-04-03,40.3,17.78
244.6,2024-04-04,40.66,18.16
239.8,2024-04-05,40.28,18.08
253.9,2024-04-06,40.5,17.86
312.5,2024-04-07,40.74,16.99
284.5,2024-04-08,41.43,17.21
292.3,2024-04-09,41.92,17.82
276.0,2024-04-10,41.64,17.91
298.0,2024-04-11,40.96,17.69
205.3,2024-04-12,41.1,17.56
248.4,2024-04-13,41.4,17.51
247.6,2024-04-14,41.67,17.62
264.5,2024-04-15,42.03,17.06
380.2,2024-04-16,41.06,17.29
240.4,2024-04-17,41.34,17.69
293.1,2024-04-18,42.81,17.44
272.1,2024-04-19,42.19,17.49
268.0,2024-04-20,42.19,17.56
223.3,2024-04-21,41.3,17.7
272.3,2024-04-22,42.53,17.46
265.8,2024-04-23,42.29,17.34
311.2,2024-04-24,41.27,17.8
306.6,2024-04-25,41.37,17.23
281.1,2024-04-26,42.28,17.75
256.5,2024-04-27,41.26,17.42
273.1,2024-04-28,42.17,18.22
297.0,2024-04-29,41.55,18.66
328.5,2024-04-30,42.09,17.65
322.9,2024-05-01,42.14,18.33
257.0,2024-05-02,42.53,17.96
260.3,2024-05-03,40.62,17.97
276.6,2024-05-04,40.68,18.06
249.9,2024-05-05,41.25,18.36
274.9,2024-05-06,42.04,18.48
325.6,2024-05-07,41.33,18.12
327.1,2024-05-08,40.28,18.18
342.5,2024-05-09,41.29,18.74
303.1,2024-05-10,40.66,18.85
260.8,2024-05-11,41.21,18.14
282.1,2024-05-12,39.85,18.38
227.9,2024-05-13,40.76,18.79
302.7,2024-05-14,40.85,19.13
329.6,2024-05-15,39.52,18.57
251.1,2024-05-16,39.95,18.65
283.7,2024-05-17,39.96,18.22
284.1,2024-05-18,39.7,18.79
314.5,2024-05-19,39.03,18.61
321.0,2024-05-20,39.84,18.33
402.2,2024-05-21,38.75,18.41
395.9,2024-05-22,39.13,19.05
274.9,2024-05-23,39.21,18.8
290.8,2024-05-24,39.03,18.76
276.8,2024-05-25,39.03,17.98
290.4,2024-05-26,37.72,17.84
295.3,2024-05-27,37.39,17.68
359.0,2024-05-28,38.55,18.3
371.1,2024-05-29,38.53,17.7
281.6,2024-05-30,38.99,17.69
331.1,2024-05-31,38.1,18.31
266.8,2024-06-01,38.08,17.35
323.6,2024-06-02,37.36,18.01
334.8,2024-06-03,38.27,17.44
337.2,2024-06-04,38.76,17.79
424.8,2024-06-05,37.82,18.42
362.4,2024-06-06,38.25,17.78
305.3,2024-06-07,38.61,17.56
294.7,2024-06-08,38.62,17.54
374.3,2024-06-09,38.51,17.5
367.9,2024-06-10,38.59,17.39
379.0,2024-06-11,36.42,17.02
358.8,2024-06-12,37.22,17.25
477.3,2024-06-13,38.4,17.92
420.3,2024-06-14,37.44,17.88
335.7,2024-06-15,38.84,17.7
436.7,2024-06-16,38.15,17.51
452.4,2024-06-17,37.74,17.72
409.1,2024-06-18,39.06,17.63
447.3,2024-06-19,38.4,17.76
442.6,2024-06-20,38.35,18.07
430.0,2024-06-21,39.33,18.01
467.1,2024-06-22,38.96,17.57
402.2,2024-06-23,38.6,17.45
358.9,2024-06-24,38.78,17.14
501.6,2024-06-25,38.64,17.58
470.6,2024-06-26,40.41,17.83
382.3,2024-06-27,40.39,17.86
332.2,2024-06-28,39.89,17.94
354.1,2024-06-29,39.66,18.13
417.8,2024-06-30,40.39,18.36
299.7,2024-07-01,40.18,17.65
370.1,2024-07-02,40.81,17.87
345.0,2024-07-03,40.87,17.92
343.5,2024-07-04,40.72,18.46
331.7,2024-07-05,40.68,18.85
309.0,2024-07-06,41.25,18.41
268.0,2024-07-07,41.07,18.52
391.6,2024-07-08,40.35,18.26
285.6,2024-07-09,41.43,18.15
347.6,2024-07-10,42.29,18.27
303.9,2024-07-11,41.31,18.97
347.4,2024-07-12,41.71,18.49
255.1,2024-07-13,41.5,18.45
267.6,2024-07-14,41.88,18.7
287.1,2024-07-15,41.65,18.54
302.0,2024-07-16,43.04,18.83
333.0,2024-07-17,42.14,18.49
341.0,2024-07-18,41.96,18.56
278.4,2024-07-19,42.14,18.6
244.1,2024-07-20,42.05,18.24
286.9,2024-07-21,42.75,18.26
318.3,2024-07-22,41.66,18.54
369.2,2024-07-23,41.59,18.35
322.4,2024-07-24,42.26,18.09
325.8,2024-07-25,41.85,18.21
332.9,2024-07-26,41.6,18.93
259.4,2024-07-27,40.93,18.06
289.4,2024-07-28,41.8,17.83
305.3,2024-07-29,41.45,18.14
295.0,2024-07-30,42.21,18.46
342.3,2024-07-31,41.04,17.85
367.8,2024-08-01,41.7,17.79
376.7,2024-08-02,41.37,17.68
245.3,2024-08-03,40.96,17.37
317.3,2024-08-04,41.83,17.69
349.9,2024-08-05,41.8,18.0
380.5,2024-08-06,40.8,17.76
327.8,2024-08-07,40.73,17.64
335.3,2024-08-08,39.65,17.07
279.7,2024-08-09,41.03,17.45
296.1,2024-08-10,40.36,17.2
321.7,2024-08-11,40.88,16.71
301.3,2024-08-12,39.95,17.33
339.8,2024-08-13,40.31,17.69
367.8,2024-08-14,40.12,17.22
344.0,2024-08-15,40.01,17.26
274.1,2024-08-16,39.4,18.06
316.2,2024-08-17,39.15,17.75
294.9,2024-08-18,38.78,17.95
308.7,2024-08-19,39.32,18.0
328.3,2024-08-20,38.67,17.83
356.1,2024-08-21,39.22,17.65
349.0,2024-08-22,37.9,17.85
253.7,2024-08-23,39.42,18.19
248.4,2024-08-24,38.9,17.88
232.3,2024-08-25,38.58,17.9
312.2,2024-08-26,38.06,17.96
333.8,2024-08-27,37.96,18.23
314.8,2024-08-28,38.06,17.85
277.0,2024-08-29,38.55,18.56
322.1,2024-08-30,38.27,18.4
311.9,2024-08-31,38.33,17.96
317.0,2024-09-01,38.54,18.74
294.3,2024-09-02,38.37,17.74
319.2,2024-09-03,38.45,17.6
323.8,2024-09-04,38.0,18.52
298.7,2024-09-05,37.51,18.14
244.7,2024-09-06,38.74,18.22
244.9,2024-09-07,38.71,18.59
287.4,2024-09-08,37.23,18.79
286.4,2024-09-09,38.01,19.15
293.5,2024-09-10,39.33,18.64
304.6,2024-09-11,38.87,18.28
352.6,2024-09-12,38.82,18.68
313.8,2024-09-13,37.22,18.4
283.9,2024-09-14,38.27,18.32
263.4,2024-09-15,38.16,18.8
247.9,2024-09-16,38.58,18.84
306.5,2024-09-17,38.7,17.87
295.3,2024-09-18,39.37,18.71
307.4,2024-09-19,38.7,18.42
292.4,2024-09-20,38.98,18.49
231.7,2024-09-21,38.74,17.99
288.1,2024-09-22,38.6,17.92
274.5,2024-09-23,39.65,18.05
295.9,2024-09-24,40.15,18.31
281.2,2024-09-25,39.72,18.04
276.5,2024-09-26,40.58,17.93
259.7,2024-09-27,39.8,18.26
237.0,2024-09-28,40.42,17.69
238.4,2024-09-29,39.27,17.3
255.7,2024-09-30,40.61,17.97
350.2,2024-10-01,41.44,17.42
283.8,2024-10-02,40.34,17.79
295.9,2024-10-03,41.07,18.02
252.5,2024-10-04,41.15,17.39
175.8,2024-10-05,40.91,17.44
327.4,2024-10-06,41.3,17.16
259.0,2024-10-07,41.19,17.52
263.2,2024-10-08,41.03,17.29
321.6,2024-10-09,41.48,16.95
309.8,2024-10-10,41.43,17.41
230.4,2024-10-11,41.71,17.77
210.9,2024-10-12,40.61,17.09
213.4,2024-10-13,41.6,17.54
261.0,2024-10-14,42.4,17.27
275.1,2024-10-15,42.24,16.94
296.8,2024-10-16,42.55,17.93
257.0,2024-10-17,41.94,17.67
225.5,2024-10-18,42.51,17.6
225.8,2024-10-19,42.82,17.37
214.4,2024-10-20,41.77,17.08
262.0,2024-10-21,41.95,17.94
274.7,2024-10-22,43.47,17.51
282.4,2024-10-23,41.72,18.31
264.7,2024-10-24,40.97,17.6
221.6,2024-10-25,42.65,17.76
182.8,2024-10-26,41.89,17.87
250.8,2024-10-27,41.0,17.89
266.2,2024-10-28,41.03,18.15
238.2,2024-10-29,41.77,18.05
284.6,2024-10-30,40.79,18.17
375.4,2024-10-31,41.0,18.0
335.2,2024-11-01,40.56,18.67
317.2,2024-11-02,41.23,18.29
297.3,2024-11-03,41.04,18.21
344.6,2024-11-04,40.04,18.37
377.1,2024-11-05,41.58,18.09
388.3,2024-11-06,40.19,18.28
338.6,2024-11-07,40.34,18.5
342.2,2024-11-08,41.47,18.53
292.1,2024-11-09,40.18,19.0
299.6,2024-11-10,39.87,18.46
343.4,2024-11-11,39.71,18.59
349.6,2024-11-12,40.27,18.19
335.0,2024-11-13,39.43,18.84
333.8,2024-11-14,38.58,18.38
299.9,2024-11-15,38.79,19.03
306.4,2024-11-16,38.99,17.89
329.5,2024-11-17,39.1,18.81
353.1,2024-11-18,38.25,18.29
334.7,2024-11-19,39.0,18.25
233.6,2024-11-20,38.57,17.94
235.8,2024-11-21,38.17,18.42
178.4,2024-11-22,38.46,18.55
215.0,2024-11-23,39.46,17.74
227.1,2024-11-24,38.23,18.16
233.0,2024-11-25,38.25,17.82
188.0,2024-11-26,38.69,18.07
243.8,2024-11-27,38.09,18.02
187.0,2024-11-28,38.37,17.51
225.8,2024-11-29,38.3,17.27
155.9,2024-11-30,37.39,17.72
171.3,2024-12-01,38.29,17.96
221.5,2024-12-02,37.67,17.33
199.2,2024-12-03,37.79,17.63
177.1,2024-12-04,37.96,17.79
198.6,2024-12-05,37.41,17.38
211.7,2024-12-06,38.39,17.19
169.4,2024-12-07,38.46,17.41
174.2,2024-12-08,39.22,17.74
214.2,2024-12-09,37.88,17.48
226.6,2024-12-10,38.02,17.87
260.8,2024-12-11,39.12,17.1
238.1,2024-12-12,37.47,18.2
193.5,2024-12-13,38.11,17.59
175.5,2024-12-14,39.26,17.29
214.2,2024-12-15,38.19,17.94
194.6,2024-12-16,39.91,17.41
201.0,2024-12-17,38.58,17.37
239.0,2024-12-18,38.39,17.46
203.9,2024-12-19,39.07,16.87
169.8,2024-12-20,39.19,17.9
198.9,2024-12-21,39.05,17.67
209.0,2024-12-22,39.2,17.64
183.5,2024-12-23,39.64,17.5
214.9,2024-12-24,39.48,18.32
216.3,2024-12-25,39.36,17.9
212.1,2024-12-26,39.99,17.85
189.0,2024-12-27,40.07,18.27
160.3,2024-12-28,39.46,17.91
191.0,2024-12-29,40.56,17.97
199.7,2024-12-30,40.48,18.44
