demand,date,unit_price,unit_cost
239.4,2024-03-31,39.87,22.47
233.8,2024-04-01,40.56,22.28
272.7,2024-04-02,41.11,21.74
290.3,2024-04-03,40.3,21.69
232.4,2024-04-04,40.66,22.16
227.8,2024-04-05,40.28,24.41
241.2,2024-04-06,40.5,24.11
296.9,2024-04-07,40.74,22.94
270.3,2024-04-08,41.43,23.23
277.7,2024-04-09,41.92,24.06
262.2,2024-04-10,41.64,24.18
283.1,2024-04-11,40.96,23.88
195.0,2024-04-12,41.1,23.71
236.0,2024-04-13,41.4,23.64
235.2,2024-04-14,41.67,23.79
251.3,2024-04-15,42.03,20.81
361.2,2024-04-16,41.06,21.09
228.4,2024-04-17,41.34,21.58
278.4,2024-04-18,42.81,21.28
258.5,2024-04-19,42.19,21.34
254.6,2024-04-20,42.19,21.42
212.1,2024-04-21,41.3,21.59
258.7,2024-04-22,42.53,21.3
252.5,2024-04-23,42.29,21.15
295.6,2024-04-24,41.27,21.72
291.3,2024-04-25,41.37,21.02
267.0,2024-04-26,42.28,21.66
243.7,2024-04-27,41.26,21.25
259.4,2024-04-28,42.17,22.23
282.2,2024-04-29,41.55,22.77
312.1,2024-04-30,42.09,17.65
306.8,2024-05-01,42.14,18.33
244.2,2024-05-02,42.53,17.96
247.3,2024-05-03,40.62,17.97
262.8,2024-05-04,40.68,18.06
237.4,2024-05-05,41.25,18.36
261.2,2024-05-06,42.04,18.48
309.3,2024-05-07,41.33,18.12
310.7,2024-05-08,40.28,18.18
325.4,2024-05-09,41.29,18.74
287.9,2024-05-10,40.66,18.85
247.8,2024-05-11,41.21,18.14
268.0,2024-05-12,39.85,18.38
216.5,2024-05-13,40.76,18.79
287.6,2024-05-14,40.85,19.13
313.1,2024-05-15,39.52,18.57
238.5,2024-05-16,39.95,18.65
269.5,2024-05-17,39.96,18.22
269.9,2024-05-18,39.7,18.79
298.8,2024-05-19,39.03,18.61
305.0,2024-05-20,39.84,18.33
382.1,2024-05-21,38.75,18.41
376.1,2024-05-22,39.13,19.05
261.2,2024-05-23,39.21,18.8
276.3,2024-05-24,39.03,18.76
263.0,2024-05-25,39.03,17.98
275.9,2024-05-26,37.72,17.84
280.5,2024-05-27,37.39,17.68
341.0,2024-05-28,38.55,18.3
352.5,2024-05-29,38.53,17.7
267.5,2024-05-30,38.99,17.69
314.5,2024-05-31,38.1,18.31
253.5,2024-06-01,38.08,17.35
307.4,2024-06-02,37.36,18.01
318.1,2024-06-03,38.27,17.44
320.3,2024-06-04,38.76,17.79
403.6,2024-06-05,37.82,18.42
344.3,2024-06-06,38.25,17.78
290.0,2024-06-07,38.61,17.56
280.0,2024-06-08,38.62,17.54
355.6,2024-06-09,38.51,17.5
349.5,2024-06-10,38.59,17.39
360.0,2024-06-11,36.42,17.02
340.9,2024-06-12,37.22,17.25
453.4,2024-06-13,38.4,17.92
399.3,2024-06-14,37.44,17.88
318.9,2024-06-15,38.84,17.7
414.9,2024-06-16,38.15,17.51
429.8,2024-06-17,37.74,17.72
388.6,2024-06-18,39.06,17.63
424.9,2024-06-19,38.4,17.76
420.5,2024-06-20,38.35,18.07
408.5,2024-06-21,39.33,18.01
443.7,2024-06-22,38.96,17.57
382.1,2024-06-23,38.6,17.45
341.0,2024-06-24,38.78,17.14
476.5,2024-06-25,38.64,17.58
447.1,2024-06-26,40.41,17.83
363.2,2024-06-27,40.39,17.86
315.6,2024-06-28,39.89,17.94
336.4,2024-06-29,39.66,18.13
396.9,2024-06-30,40.39,18.36
284.7,2024-07-01,40.18,17.65
351.6,2024-07-02,40.81,17.87
327.8,2024-07-03,40.87,17.92
326.3,2024-07-04,40.72,18.46
315.1,2024-07-05,40.68,18.85
293.6,2024-07-06,41.25,18.41
254.6,2024-07-07,41.07,18.52
372.0,2024-07-08,40.35,18.26
271.3,2024-07-09,41.43,18.15
330.2,2024-07-10,42.29,18.27
288.7,2024-07-11,41.31,18.97
330.0,2024-07-12,41.71,18.49
242.3,2024-07-13,41.5,18.45
254.2,2024-07-14,41.88,18.7
272.7,2024-07-15,41.65,18.54
286.9,2024-07-16,43.04,18.83
316.3,2024-07-17,42.14,18.49
324.0,2024-07-18,41.96,18.56
264.5,2024-07-19,42.14,18.6
231.9,2024-07-20,42.05,18.24
272.6,2024-07-21,42.75,18.26
302.4,2024-07-22,41.66,18.54
350.7,2024-07-23,41.59,18.35
306.3,2024-07-24,42.26,18.09
309.5,2024-07-25,41.85,18.21
316.3,2024-07-26,41.6,18.93
246.4,2024-07-27,40.93,18.06
274.9,2024-07-28,41.8,17.83
290.0,2024-07-29,41.45,18.14
280.2,2024-07-30,42.21,18.46
325.2,2024-07-31,41.04,17.85
349.4,2024-08-01,41.7,17.79
357.9,2024-08-02,41.37,17.68
233.0,2024-08-03,40.96,17.37
301.4,2024-08-04,41.83,17.69
332.4,2024-08-05,41.8,18.0
361.5,2024-08-06,40.8,17.76
311.4,2024-08-07,40.73,17.64
318.5,2024-08-08,39.65,17.07
265.7,2024-08-09,41.03,17.45
281.3,2024-08-10,40.36,17.2
305.6,2024-08-11,40.88,16.71
286.2,2024-08-12,39.95,17.33
322.8,2024-08-13,40.31,17.69
349.4,2024-08-14,40.12,17.22
326.8,2024-08-15,40.01,17.26
260.4,2024-08-16,39.4,18.06
300.4,2024-08-17,39.15,17.75
280.2,2024-08-18,38.78,17.95
293.3,2024-08-19,39.32,18.0
311.9,2024-08-20,38.67,17.83
338.3,2024-08-21,39.22,17.65
331.6,2024-08-22,37.9,17.85
241.0,2024-08-23,39.42,18.19
236.0,2024-08-24,38.9,17.88
220.7,2024-08-25,38.58,17.9
296.6,2024-08-26,38.06,17.96
317.1,2024-08-27,37.96,18.23
299.1,2024-08-28,38.06,17.85
263.2,2024-08-29,38.55,18.56
306.0,2024-08-30,38.27,18.4
296.3,2024-08-31,38.33,17.96
301.2,2024-09-01,38.54,18.74
279.6,2024-09-02,38.37,17.74
303.2,2024-09-03,38.45,17.6
307.6,2024-09-04,38.0,18.52
283.8,2024-09-05,37.51,18.14
232.5,2024-09-06,38.74,18.22
232.7,2024-09-07,38.71,18.59
273.0,2024-09-08,37.23,18.79
272.1,2024-09-09,38.01,19.15
278.8,2024-09-10,39.33,18.64
289.4,2024-09-11,38.87,18.28
335.0,2024-09-12,38.82,18.68
298.1,2024-09-13,37.22,18.4
269.7,2024-09-14,38.27,18.32
250.2,2024-09-15,38.16,18.8
235.5,2024-09-16,38.58,18.84
291.2,2024-09-17,38.7,17.87
280.5,2024-09-18,39.37,18.71
292.0,2024-09-19,38.7,18.42
277.8,2024-09-20,38.98,18.49
220.1,2024-09-21,38.74,17.99
273.7,2024-09-22,38.6,17.92
260.8,2024-09-23,39.65,18.05
281.1,2024-09-24,40.15,18.31
267.1,2024-09-25,39.72,18.04
262.7,2024-09-26,40.58,17.93
246.7,2024-09-27,39.8,18.26
225.2,2024-09-28,40.42,17.69
226.5,2024-09-29,39.27,17.3
242.9,2024-09-30,40.61,17.97
332.7,2024-10-01,41.44,17.42
269.6,2024-10-02,40.34,17.79
281.1,2024-10-03,41.07,18.02
239.9,2024-10-04,41.15,17.39
167.0,2024-10-05,40.91,17.44
311.0,2024-10-06,41.3,17.16
246.0,2024-10-07,41.19,17.52
250.0,2024-10-08,41.03,17.29
305.5,2024-10-09,41.48,16.95
294.3,2024-10-10,41.43,17.41
218.9,2024-10-11,41.71,17.77
200.4,2024-10-12,40.61,17.09
202.7,2024-10-13,41.6,17.54
248.0,2024-10-14,42.4,17.27
261.3,2024-10-15,42.24,16.94
282.0,2024-10-16,42.55,17.93
244.2,2024-10-17,41.94,17.67
214.2,2024-10-18,42.51,17.6
214.5,2024-10-19,42.82,17.37
203.7,2024-10-20,41.77,17.08
248.9,2024-10-21,41.95,17.94
261.0,2024-10-22,43.47,17.51
268.3,2024-10-23,41.72,18.31
251.5,2024-10-24,40.97,17.6
210.5,2024-10-25,42.65,17.76
173.7,2024-10-26,41.89,17.87
238.3,2024-10-27,41.0,17.89
252.9,2024-10-28,41.03,18.15
226.3,2024-10-29,41.77,18.05
270.4,2024-10-30,40.79,18.17
356.6,2024-10-31,41.0,18.0
318.4,2024-11-01,40.56,18.67
301.3,2024-11-02,41.23,18.29
282.4,2024-11-03,41.04,18.21
327.4,2024-11-04,40.04,18.37
358.2,2024-11-05,41.58,18.09
368.9,2024-11-06,40.19,18.28
321.7,2024-11-07,40.34,18.5
325.1,2024-11-08,41.47,18.53
277.5,2024-11-09,40.18,19.0
284.6,2024-11-10,39.87,18.46
326.2,2024-11-11,39.71,18.59
332.1,2024-11-12,40.27,18.19
318.2,2024-11-13,39.43,18.84
317.1,2024-11-14,38.58,18.38
284.9,2024-11-15,38.79,19.03
291.1,2024-11-16,38.99,17.89
313.0,2024-11-17,39.1,18.81
335.4,2024-11-18,38.25,18.29
318.0,2024-11-19,39.0,18.25
221.9,2024-11-20,38.57,17.94
224.0,2024-11-21,38.17,18.42
169.5,2024-11-22,38.46,18.55
204.2,2024-11-23,39.46,17.74
215.7,2024-11-24,38.23,18.16
221.4,2024-11-25,38.25,17.82
178.6,2024-11-26,38.69,18.07
231.6,2024-11-27,38.09,18.02
177.6,2024-11-28,38.37,17.51
214.5,2024-11-29,38.3,17.27
148.1,2024-11-30,37.39,17.72
162.7,2024-12-01,38.29,17.96
210.4,2024-12-02,37.67,17.33
189.2,2024-12-03,37.79,17.63
168.2,2024-12-04,37.96,17.79
188.7,2024-12-05,37.41,17.38
201.1,2024-12-06,38.39,17.19
160.9,2024-12-07,38.46,17.41
165.5,2024-12-08,39.22,17.74
203.5,2024-12-09,37.88,17.48
215.3,2024-12-10,38.02,17.87
247.8,2024-12-11,39.12,17.1
226.2,2024-12-12,37.47,18.2
183.8,2024-12-13,38.11,17.59
166.7,2024-12-14,39.26,17.29
203.5,2024-12-15,38.19,17.94
184.9,2024-12-16,39.91,17.41
191.0,2024-12-17,38.58,17.37
227.0,2024-12-18,38.39,17.46
193.7,2024-12-19,39.07,16.87
161.3,2024-12-20,39.19,17.9
189.0,2024-12-21,39.05,17.67
198.5,2024-12-22,39.2,17.64
174.3,2024-12-23,39.64,17.5
204.2,2024-12-24,39.48,18.32
205.5,2024-12-25,39.36,17.9
201.5,2024-12-26,39.99,17.85
179.5,2024-12-27,40.07,18.27
152.3,2024-12-28,39.46,17.91
181.4,2024-12-29,40.56,17.97
189.7,2024-12-30,40.48,18.44
