date,demand,unit_price,unit_cost,macro_multiplier,cycle_phase
2024-04-20,251.8,42.19,17.91,0.9223,recovery
2024-04-21,193.3,41.3,18.05,0.9227,recovery
2024-04-22,246.7,42.53,17.81,0.9231,recovery
2024-04-23,231.2,42.29,17.69,0.9235,recovery
2024-04-24,286.0,41.27,18.16,0.9238,recovery
2024-04-25,285.6,41.37,17.57,0.9242,recovery
2024-04-26,261.6,42.28,18.1,0.9246,recovery
2024-04-27,235.4,41.26,17.77,0.925,recovery
2024-04-28,254.6,42.17,18.58,0.9254,recovery
2024-04-29,276.9,41.55,19.03,0.9258,recovery
2024-04-30,309.2,42.09,18.0,0.9262,recovery
2024-05-01,299.5,42.14,18.7,0.9265,recovery
2024-05-02,221.8,42.53,18.32,0.9269,recovery
2024-05-03,233.6,40.62,18.33,0.9273,recovery
2024-05-04,260.2,40.68,18.42,0.9277,recovery
2024-05-05,223.6,41.25,18.73,0.9281,recovery
2024-05-06,247.2,42.04,18.85,0.9285,recovery
2024-05-07,303.8,41.33,18.48,0.9288,recovery
2024-05-08,303.4,40.28,18.54,0.9292,recovery
2024-05-09,330.0,41.29,19.11,0.9296,recovery
2024-05-10,287.7,40.66,19.23,0.93,recovery
2024-05-11,238.5,41.21,18.5,0.9304,recovery
2024-05-12,263.8,39.85,18.75,0.9308,recovery
2024-05-13,189.3,40.76,19.17,0.9312,recovery
2024-05-14,273.1,40.85,19.51,0.9315,recovery
2024-05-15,305.4,39.52,18.94,0.9319,recovery
2024-05-16,212.8,39.95,19.02,0.9323,recovery
2024-05-17,261.2,39.96,18.58,0.9327,recovery
2024-05-18,267.8,39.7,19.17,0.9331,recovery
2024-05-19,306.0,39.03,18.98,0.9335,recovery
2024-05-20,304.6,39.84,18.7,0.9338,recovery
2024-05-21,405.2,38.75,18.78,0.9342,recovery
2024-05-22,393.3,39.13,19.43,0.9346,recovery
2024-05-23,240.8,39.21,19.18,0.935,recovery
2024-05-24,269.6,39.03,19.14,0.9354,recovery
2024-05-25,257.4,39.03,18.34,0.9358,recovery
2024-05-26,272.9,37.72,18.2,0.9362,recovery
2024-05-27,270.3,37.39,18.03,0.9365,recovery
2024-05-28,344.7,38.55,18.67,0.9369,recovery
2024-05-29,358.4,38.53,18.05,0.9373,recovery
2024-05-30,248.4,38.99,18.04,0.9377,recovery
2024-05-31,322.6,38.1,18.68,0.9381,recovery
2024-06-01,244.0,38.08,17.7,0.9385,recovery
2024-06-02,316.9,37.36,18.37,0.9388,recovery
2024-06-03,321.6,38.27,17.79,0.9392,recovery
2024-06-04,315.2,38.76,18.15,0.9396,recovery
2024-06-05,432.4,37.82,18.79,0.94,recovery
2024-06-06,353.1,38.25,18.14,0.9404,recovery
2024-06-07,287.6,38.61,17.91,0.9408,recovery
2024-06-08,280.1,38.62,17.89,0.9412,recovery
2024-06-09,388.2,38.51,17.85,0.9415,recovery
2024-06-10,366.7,38.59,17.74,0.9419,recovery
2024-06-11,371.0,36.42,17.36,0.9423,recovery
2024-06-12,341.2,37.22,17.6,0.9427,recovery
2024-06-13,460.4,38.4,18.28,0.9431,recovery
2024-06-14,398.9,37.44,18.24,0.9435,recovery
2024-06-15,298.1,38.84,18.05,0.9438,recovery
2024-06-16,427.2,38.15,17.86,0.9442,recovery
2024-06-17,434.5,37.74,18.07,0.9446,recovery
2024-06-18,366.3,39.06,17.98,0.945,recovery
2024-06-19,412.1,38.4,18.12,0.9454,recovery
2024-06-20,414.5,38.35,18.43,0.9458,recovery
2024-06-21,412.2,39.33,18.37,0.9462,recovery
2024-06-22,473.8,38.96,17.92,0.9465,recovery
2024-06-23,381.1,38.6,17.8,0.9469,recovery
2024-06-24,314.6,38.78,17.48,0.9473,recovery
2024-06-25,487.9,38.64,17.93,0.9477,recovery
2024-06-26,443.2,40.41,18.19,0.9481,recovery
2024-06-27,338.2,40.39,18.22,0.9485,recovery
2024-06-28,287.7,39.89,18.3,0.9488,recovery
2024-06-29,322.1,39.66,18.49,0.9492,recovery
2024-06-30,402.8,40.39,18.73,0.9496,recovery
2024-07-01,276.2,40.18,18.0,0.95,recovery
2024-07-02,360.3,40.81,18.23,0.9504,recovery
2024-07-03,324.3,40.87,18.28,0.9508,recovery
2024-07-04,329.1,40.72,18.83,0.9512,recovery
2024-07-05,324.6,40.68,19.23,0.9515,recovery
2024-07-06,301.0,41.25,18.78,0.9519,recovery
2024-07-07,244.7,41.07,18.89,0.9523,recovery
2024-07-08,403.0,40.35,18.63,0.9527,recovery
2024-07-09,251.5,41.43,18.51,0.9531,recovery
2024-07-10,328.9,42.29,18.64,0.9535,recovery
2024-07-11,278.3,41.31,19.35,0.9538,recovery
2024-07-12,347.7,41.71,18.86,0.9542,recovery
2024-07-13,231.1,41.5,18.82,0.9546,recovery
2024-07-14,245.2,41.88,19.07,0.955,recovery
2024-07-15,262.1,41.65,18.91,0.9554,recovery
2024-07-16,273.2,43.04,19.21,0.9558,recovery
2024-07-17,311.2,42.14,18.86,0.9562,recovery
2024-07-18,328.5,41.96,18.93,0.9565,recovery
2024-07-19,256.3,42.14,18.97,0.9569,recovery
2024-07-20,218.4,42.05,18.6,0.9573,recovery
2024-07-21,271.7,42.75,18.63,0.9577,recovery
2024-07-22,304.4,41.66,18.91,0.9581,recovery
2024-07-23,363.9,41.59,18.72,0.9585,recovery
2024-07-24,299.1,42.26,18.45,0.9588,recovery
2024-07-25,310.0,41.85,18.57,0.9592,recovery
2024-07-26,331.1,41.6,19.31,0.9596,recovery
2024-07-27,239.2,40.93,18.42,0.96,recovery
2024-07-28,276.7,41.8,18.19,0.9604,recovery
2024-07-29,289.0,41.45,18.5,0.9608,recovery
2024-07-30,267.5,42.21,18.83,0.9612,recovery
2024-07-31,327.4,41.04,18.21,0.9615,recovery
2024-08-01,369.8,41.7,18.15,0.9619,recovery
2024-08-02,396.3,41.37,18.03,0.9623,recovery
2024-08-03,222.8,40.96,17.72,0.9627,recovery
2024-08-04,317.0,41.83,18.04,0.9631,recovery
2024-08-05,352.3,41.8,18.36,0.9635,recovery
2024-08-06,384.9,40.8,18.12,0.9638,recovery
2024-08-07,310.5,40.73,17.99,0.9642,recovery
2024-08-08,327.4,39.65,17.41,0.9646,recovery
2024-08-09,263.3,41.03,17.8,0.965,recovery
2024-08-10,292.2,40.36,17.54,0.9654,recovery
2024-08-11,325.8,40.88,17.04,0.9658,recovery
2024-08-12,288.1,39.95,17.68,0.9662,recovery
2024-08-13,331.2,40.31,18.04,0.9665,recovery
2024-08-14,368.0,40.12,17.56,0.9669,recovery
2024-08-15,342.3,40.01,17.61,0.9673,recovery
2024-08-16,258.2,39.4,18.42,0.9677,recovery
2024-08-17,323.2,39.15,18.1,0.9681,recovery
2024-08-18,291.1,38.78,18.31,0.9685,recovery
2024-08-19,300.8,39.32,18.36,0.9688,recovery
2024-08-20,318.6,38.67,18.19,0.9692,recovery
2024-08-21,355.0,39.22,18.0,0.9696,recovery
2024-08-22,352.7,37.9,18.21,0.97,recovery
2024-08-23,234.0,39.42,18.55,0.9704,recovery
2024-08-24,232.9,38.9,18.24,0.9708,recovery
2024-08-25,210.5,38.58,18.26,0.9712,recovery
2024-08-26,308.7,38.06,18.32,0.9715,recovery
2024-08-27,329.4,37.96,18.59,0.9719,recovery
2024-08-28,301.8,38.06,18.21,0.9723,recovery
2024-08-29,257.9,38.55,18.93,0.9727,recovery
2024-08-30,330.3,38.27,18.77,0.9731,recovery
2024-08-31,323.7,38.33,18.32,0.9735,recovery
2024-09-01,328.8,38.54,19.11,0.9738,recovery
2024-09-02,287.3,38.37,18.09,0.9742,recovery
2024-09-03,312.8,38.45,17.95,0.9746,recovery
2024-09-04,317.4,38.0,18.89,0.975,recovery
2024-09-05,289.8,37.51,18.5,0.9754,recovery
2024-09-06,227.3,38.74,18.58,0.9758,recovery
2024-09-07,233.3,38.71,18.96,0.9762,recovery
2024-09-08,290.0,37.23,19.17,0.9765,recovery
2024-09-09,279.8,38.01,19.53,0.9769,recovery
2024-09-10,281.4,39.33,19.01,0.9773,recovery
2024-09-11,294.8,38.87,18.65,0.9777,recovery
2024-09-12,369.9,38.82,19.05,0.9781,recovery
2024-09-13,325.9,37.22,18.77,0.9785,recovery
2024-09-14,290.4,38.27,18.69,0.9788,recovery
2024-09-15,259.8,38.16,19.18,0.9792,recovery
2024-09-16,231.4,38.58,19.22,0.9796,recovery
2024-09-17,302.7,38.7,18.23,0.98,recovery
2024-09-18,285.8,39.37,19.08,0.9804,recovery
2024-09-19,309.1,38.7,18.79,0.9808,recovery
2024-09-20,298.9,38.98,18.86,0.9812,recovery
2024-09-21,221.3,38.74,18.35,0.9815,recovery
2024-09-22,298.2,38.6,18.28,0.9819,recovery
2024-09-23,270.3,39.65,18.41,0.9823,recovery
2024-09-24,291.8,40.15,18.68,0.9827,recovery
2024-09-25,270.3,39.72,18.4,0.9831,recovery
2024-09-26,269.9,40.58,18.29,0.9835,recovery
2024-09-27,256.5,39.8,18.63,0.9838,recovery
2024-09-28,231.4,40.42,18.04,0.9842,recovery
2024-09-29,231.8,39.27,17.65,0.9846,recovery
2024-09-30,247.9,40.61,18.33,0.985,recovery
2024-10-01,374.4,41.44,17.77,0.9854,recovery
2024-10-02,277.5,40.34,18.15,0.9858,recovery
2024-10-03,300.8,41.07,18.38,0.9862,recovery
2024-10-04,249.9,41.15,17.74,0.9865,recovery
2024-10-05,154.4,40.91,17.79,0.9869,recovery
2024-10-06,366.2,41.3,17.5,0.9873,recovery
2024-10-07,255.8,41.19,17.87,0.9877,recovery
2024-10-08,254.4,41.03,17.64,0.9881,recovery
2024-10-09,335.1,41.48,17.29,0.9885,recovery
2024-10-10,325.1,41.43,17.76,0.9888,recovery
2024-10-11,222.8,41.71,18.13,0.9892,recovery
2024-10-12,201.9,40.61,17.43,0.9896,recovery
2024-10-13,203.9,41.6,17.89,0.99,recovery
2024-10-14,262.1,42.4,17.62,0.9904,recovery
2024-10-15,274.3,42.24,17.28,0.9908,recovery
2024-10-16,303.5,42.55,18.29,0.9912,recovery
2024-10-17,253.7,41.94,18.02,0.9915,recovery
2024-10-18,219.1,42.51,17.95,0.9919,recovery
2024-10-19,225.1,42.82,17.72,0.9923,recovery
2024-10-20,208.0,41.77,17.42,0.9927,recovery
2024-10-21,267.1,41.95,18.3,0.9931,recovery
2024-10-22,277.5,43.47,17.86,0.9935,recovery
2024-10-23,287.0,41.72,18.68,0.9938,recovery
2024-10-24,268.0,40.97,17.95,0.9942,recovery
2024-10-25,216.7,42.65,18.12,0.9946,recovery
2024-10-26,169.8,41.89,18.23,0.995,recovery
2024-10-27,262.6,41.0,18.25,0.9954,recovery
2024-10-28,276.8,41.03,18.51,0.9958,recovery
2024-10-29,230.3,41.77,18.41,0.9962,recovery
2024-10-30,294.0,40.79,18.53,0.9965,recovery
2024-10-31,376.6,41.0,18.36,0.9969,recovery
2024-11-01,333.3,40.56,19.04,0.9973,recovery
2024-11-02,316.4,41.23,18.66,0.9977,recovery
2024-11-03,287.0,41.04,18.57,0.9981,recovery
2024-11-04,342.3,40.04,18.74,0.9985,recovery
2024-11-05,377.5,41.58,18.45,0.9988,recovery
2024-11-06,391.2,40.19,18.65,0.9992,recovery
2024-11-07,330.1,40.34,18.87,0.9996,recovery
2024-11-08,347.5,41.47,18.9,1.0,recovery
2024-11-09,285.5,40.18,19.38,1.0004,recovery
2024-11-10,293.8,39.87,18.83,1.0008,recovery
2024-11-11,344.9,39.71,18.96,1.0012,recovery
2024-11-12,343.7,40.27,18.55,1.0015,recovery
2024-11-13,322.0,39.43,19.22,1.0019,recovery
2024-11-14,327.5,38.58,18.75,1.0023,recovery
2024-11-15,292.4,38.79,19.41,1.0027,recovery
2024-11-16,308.9,38.99,18.25,1.0031,recovery
2024-11-17,339.6,39.1,19.19,1.0035,recovery
2024-11-18,362.8,38.25,18.66,1.0038,recovery
2024-11-19,327.1,39.0,18.62,1.0042,recovery
2024-11-20,231.3,38.57,18.3,1.0046,recovery
2024-11-21,239.5,38.17,18.79,1.005,recovery
2024-11-22,168.1,38.46,18.92,1.0054,recovery
2024-11-23,223.7,39.46,18.09,1.0058,recovery
2024-11-24,239.9,38.23,18.52,1.0062,recovery
2024-11-25,241.0,38.25,18.18,1.0065,recovery
2024-11-26,173.4,38.69,18.43,1.0069,recovery
2024-11-27,248.1,38.09,18.38,1.0073,recovery
2024-11-28,174.9,38.37,17.86,1.0077,recovery
2024-11-29,236.1,38.3,17.62,1.0081,recovery
2024-11-30,144.0,37.39,18.07,1.0085,recovery
2024-12-01,163.2,38.29,18.32,1.0088,recovery
2024-12-02,226.7,37.67,17.68,1.0092,recovery
2024-12-03,189.8,37.79,17.98,1.0096,recovery
2024-12-04,160.1,37.96,18.15,1.01,recovery
2024-12-05,192.0,37.41,17.73,1.0104,recovery
2024-12-06,217.7,38.39,17.53,1.0108,recovery
2024-12-07,163.2,38.46,17.76,1.0112,recovery
2024-12-08,168.5,39.22,18.09,1.0115,recovery
2024-12-09,218.1,37.88,17.83,1.0119,recovery
2024-12-10,229.2,38.02,18.23,1.0123,recovery
2024-12-11,277.4,39.12,17.44,1.0127,recovery
2024-12-12,249.4,37.47,18.56,1.0131,recovery
2024-12-13,193.3,38.11,17.94,1.0135,recovery
2024-12-14,172.8,39.26,17.64,1.0138,recovery
2024-12-15,226.7,38.19,18.3,1.0142,recovery
2024-12-16,192.0,39.91,17.76,1.0146,recovery
2024-12-17,195.1,38.58,17.72,1.015,recovery
2024-12-18,247.1,38.39,17.81,1.0154,recovery
2024-12-19,202.0,39.07,17.21,1.0158,recovery
2024-12-20,162.0,39.19,18.26,1.0162,recovery
2024-12-21,207.1,39.05,18.02,1.0165,recovery
2024-12-22,220.2,39.2,17.99,1.0169,recovery
2024-12-23,177.8,39.64,17.85,1.0173,recovery
2024-12-24,215.4,39.48,18.69,1.0177,recovery
2024-12-25,215.9,39.36,18.26,1.0181,recovery
2024-12-26,214.5,39.99,18.21,1.0185,recovery
2024-12-27,189.1,40.07,18.64,1.0188,recovery
2024-12-28,153.7,39.46,18.27,1.0192,recovery
2024-12-29,194.9,40.56,18.33,1.0196,recovery
2024-12-30,200.9,40.48,18.81,1.02,recovery
2024-12-31,234.9,40.06,18.4,1.02,expansion
2025-01-01,275.2,40.47,17.9,1.0207,expansion
2025-01-02,268.5,40.69,17.78,1.0213,expansion
2025-01-03,203.4,40.64,17.9,1.022,expansion
2025-01-04,158.3,39.24,18.56,1.0226,expansion
2025-01-05,184.5,40.18,18.41,1.0233,expansion
2025-01-06,213.7,40.88,18.27,1.024,expansion
2025-01-07,230.7,41.37,17.99,1.0246,expansion
2025-01-08,263.4,40.57,18.2,1.0253,expansion
2025-01-09,243.9,40.81,18.41,1.0259,expansion
2025-01-10,254.0,42.18,18.6,1.0266,expansion
2025-01-11,171.2,40.15,18.32,1.0273,expansion
2025-01-12,170.4,41.36,18.87,1.0279,expansion
2025-01-13,222.8,41.27,18.41,1.0286,expansion
2025-01-14,211.9,41.5,18.86,1.0292,expansion
2025-01-15,247.6,41.6,18.07,1.0299,expansion
2025-01-16,211.2,42.18,18.68,1.0305,expansion
2025-01-17,223.8,42.39,18.38,1.0312,expansion
2025-01-18,205.6,43.51,17.86,1.0319,expansion
2025-01-19,194.4,42.91,18.66,1.0325,expansion
2025-01-20,218.5,42.01,18.25,1.0332,expansion
2025-01-21,189.6,42.19,18.72,1.0338,expansion
2025-01-22,232.6,42.61,18.01,1.0345,expansion
2025-01-23,271.6,43.42,18.31,1.0352,expansion
2025-01-24,212.4,41.98,18.4,1.0358,expansion
2025-01-25,208.4,42.27,17.76,1.0365,expansion
2025-01-26,193.1,41.94,18.11,1.0371,expansion
2025-01-27,222.8,42.59,18.32,1.0378,expansion
2025-01-28,201.0,41.28,17.85,1.0385,expansion
2025-01-29,173.4,41.98,17.85,1.0391,expansion
2025-01-30,163.3,41.17,18.25,1.0398,expansion
2025-01-31,172.3,41.91,18.79,1.0404,expansion
2025-02-01,158.7,42.09,17.7,1.0411,expansion
2025-02-02,165.0,41.4,17.99,1.0418,expansion
2025-02-03,135.0,41.4,17.6,1.0424,expansion
2025-02-04,187.0,41.98,18.21,1.0431,expansion
2025-02-05,164.0,41.25,17.54,1.0437,expansion
2025-02-06,162.8,41.48,17.74,1.0444,expansion
2025-02-07,186.7,40.95,17.99,1.0451,expansion
2025-02-08,141.7,40.48,17.28,1.0457,expansion
2025-02-09,137.7,40.61,17.74,1.0464,expansion
2025-02-10,141.2,41.75,17.46,1.047,expansion
2025-02-11,130.2,40.42,17.01,1.0477,expansion
2025-02-12,268.1,40.45,17.33,1.0484,expansion
2025-02-13,239.5,40.9,17.5,1.049,expansion
2025-02-14,268.6,40.35,17.34,1.0497,expansion
2025-02-15,276.9,40.29,17.77,1.0503,expansion
2025-02-16,231.2,41.04,17.4,1.051,expansion
2025-02-17,202.8,40.22,17.59,1.0516,expansion
2025-02-18,239.9,39.21,17.69,1.0523,expansion
2025-02-19,286.1,39.83,18.2,1.053,expansion
2025-02-20,250.7,39.06,17.8,1.0536,expansion
2025-02-21,248.5,39.07,17.4,1.0543,expansion
2025-02-22,276.3,39.66,18.14,1.0549,expansion
2025-02-23,249.7,39.04,17.75,1.0556,expansion
2025-02-24,238.7,38.75,17.83,1.0563,expansion
2025-02-25,219.7,38.52,17.44,1.0569,expansion
2025-02-26,265.5,38.78,17.76,1.0576,expansion
2025-02-27,285.0,38.48,17.97,1.0582,expansion
2025-02-28,263.7,39.03,17.48,1.0589,expansion
2025-03-01,226.2,38.57,17.89,1.0596,expansion
2025-03-02,208.0,38.32,18.06,1.0602,expansion
2025-03-03,246.1,39.9,17.88,1.0609,expansion
2025-03-04,239.2,38.47,18.58,1.0615,expansion
2025-03-05,253.9,37.91,18.7,1.0622,expansion
2025-03-06,298.3,37.62,17.84,1.0629,expansion
2025-03-07,235.4,37.65,17.71,1.0635,expansion
2025-03-08,254.3,37.53,17.91,1.0642,expansion
2025-03-09,241.9,38.17,18.78,1.0648,expansion
2025-03-10,242.0,38.22,18.04,1.0655,expansion
2025-03-11,245.4,38.55,18.36,1.0662,expansion
2025-03-12,258.6,37.78,18.87,1.0668,expansion
2025-03-13,344.6,38.09,18.68,1.0675,expansion
2025-03-14,271.6,38.09,18.78,1.0681,expansion
2025-03-15,285.7,39.27,18.53,1.0688,expansion
2025-03-16,258.2,38.58,19.18,1.0695,expansion
2025-03-17,278.8,38.8,18.37,1.0701,expansion
2025-03-18,274.3,39.23,18.13,1.0708,expansion
2025-03-19,276.2,38.88,18.51,1.0714,expansion
2025-03-20,294.9,38.83,19.31,1.0721,expansion
2025-03-21,272.0,38.75,18.91,1.0727,expansion
2025-03-22,279.8,38.94,18.33,1.0734,expansion
2025-03-23,252.3,39.18,17.89,1.0741,expansion
2025-03-24,258.1,39.21,18.36,1.0747,expansion
2025-03-25,278.6,39.34,18.45,1.0754,expansion
2025-03-26,366.4,40.55,18.44,1.076,expansion
2025-03-27,275.6,39.05,18.17,1.0767,expansion
2025-03-28,257.3,38.84,17.85,1.0774,expansion
2025-03-29,299.4,40.2,17.94,1.078,expansion
2025-03-30,267.4,40.85,18.18,1.0787,expansion
2025-03-31,269.1,40.17,18.42,1.0793,expansion
2025-04-01,274.9,40.86,18.26,1.08,expansion
2025-04-02,331.6,41.42,17.82,1.0807,expansion
2025-04-03,327.5,40.61,17.78,1.0813,expansion
2025-04-04,267.0,40.98,18.16,1.082,expansion
2025-04-05,251.3,40.6,18.08,1.0826,expansion
2025-04-06,268.2,40.82,17.86,1.0833,expansion
2025-04-07,333.4,41.07,16.99,1.084,expansion
2025-04-08,317.9,41.76,17.21,1.0846,expansion
2025-04-09,336.8,42.26,17.82,1.0853,expansion
2025-04-10,308.2,41.98,17.91,1.0859,expansion
2025-04-11,312.9,41.3,17.69,1.0866,expansion
2025-04-12,216.5,41.45,17.56,1.0873,expansion
2025-04-13,266.4,41.75,17.51,1.0879,expansion
2025-04-14,269.8,42.03,17.62,1.0886,expansion
2025-04-15,295.1,42.39,17.06,1.0892,expansion
2025-04-16,390.6,41.42,17.29,1.0899,expansion
2025-04-17,251.6,41.7,17.69,1.0905,expansion
2025-04-18,343.8,43.19,17.44,1.0912,expansion
2025-04-19,303.0,42.57,17.49,1.0919,expansion
2025-04-20,298.0,42.57,17.56,1.0925,expansion
2025-04-21,231.1,41.68,17.7,1.0932,expansion
2025-04-22,310.7,42.92,17.46,1.0938,expansion
2025-04-23,297.7,42.68,17.34,1.0945,expansion
2025-04-24,321.9,41.66,17.8,1.0952,expansion
2025-04-25,320.3,41.76,17.23,1.0958,expansion
2025-04-26,316.6,42.68,17.75,1.0965,expansion
2025-04-27,267.4,41.66,17.42,1.0971,expansion
2025-04-28,307.6,42.58,18.22,1.0978,expansion
2025-04-29,319.8,41.96,18.66,1.0985,expansion
2025-04-30,371.4,42.51,17.65,1.0991,expansion
2025-05-01,368.9,42.56,18.33,1.0998,expansion
2025-05-02,305.1,42.96,17.96,1.1004,expansion
2025-05-03,267.5,41.03,17.97,1.1011,expansion
2025-05-04,287.8,41.1,18.06,1.1018,expansion
2025-05-05,274.8,41.67,18.36,1.1024,expansion
2025-05-06,325.0,42.48,18.48,1.1031,expansion
2025-05-07,367.4,41.76,18.12,1.1037,expansion
2025-05-08,342.6,40.7,18.18,1.1044,expansion
2025-05-09,393.1,41.73,18.74,1.1051,expansion
2025-05-10,334.6,41.1,18.85,1.1057,expansion
2025-05-11,304.3,41.65,18.14,1.1064,expansion
2025-05-12,298.5,40.28,18.38,1.107,expansion
2025-05-13,262.4,41.21,18.79,1.1077,expansion
